provider_ccn,display_name,facility_name,city,county,state,zip_code,cbsa,rural_urban,type_of_control,total_beds,bed_size_band,snf_nf_mix,source_year,fiscal_year,report_days,report_period_status,latest_valid_rule,total_days,average_daily_census,occupancy_rate,medicare_day_share,medicaid_day_share,other_day_share,net_patient_revenue_per_day,operating_expense_per_day,revenue_expense_spread_per_day,patient_service_margin,total_margin,net_income_per_day,salary_cost_per_day,contract_labor_per_day,contract_labor_ratio,total_labor_cost_per_day,labor_cost_share_of_operating_expense,days_cash_on_hand,current_ratio,valid_core_benchmark,data_quality_flags,data_layer_version
465176,STONEHENGE OF SOUTH JORDAN — SOUTH JORDAN (465176),STONEHENGE OF SOUTH JORDAN,SOUTH JORDAN,SALT LAKE,UT,84095,41620,U,6,32,<50,SNF-dominant,2023,2023,365,plausible,valid_core_plausible_report_period,7561,20.715068493150685,0.6473458904109589,0.5917206718688004,NA,0.4082793281311996,595.9328131199577,604.1912445443725,-8.258431424414766,-0.013857990771104573,-0.013857990771104573,-8.25843142441476,293.61182383282636,NA,NA,336.1096415818013,0.5562967762554479,4.606713890755622,2.231414776494249,TRUE,NA,v0.41
465130,STONEHENGE OF SPRINGVILLE — SPRINGVILLE (465130),STONEHENGE OF SPRINGVILLE,SPRINGVILLE,UTAH,UT,84663,39340,U,6,50,50-99,SNF-dominant,2023,2023,365,plausible,valid_core_plausible_report_period,12121,33.20821917808219,0.6641643835616439,0.19123834667106673,0.5566372411517202,0.2521244121772131,385.22465143140005,387.12787723785164,-1.9032258064515872,-0.004940560785452576,-0.004940560785452576,-1.903225806451613,194.90075076313835,NA,NA,216.45326293210132,0.5591260037290269,5.373594235927761,3.9954621776790513,TRUE,NA,v0.41
465095,SUCCESSOR HEALTHCARE INC. — SALT LAKE CITY (465095),SUCCESSOR HEALTHCARE INC.,SALT LAKE CITY,SALT LAKE,UT,84115,41620,U,11,221,150+,SNF-dominant,2023,2023,365,plausible,valid_core_plausible_report_period,60547,165.88219178082193,0.7505981528543978,0.11069086825111071,0.7149322014302938,0.17437693031859547,472.58088757494176,404.6500900127174,67.93079756222437,0.14374427605570894,0.14544239918737248,68.73329809899748,213.96493633045404,0.010917138751713545,5.102042391565776e-5,243.76200307199366,0.6024019494579445,5.61773181271826,9.087585302027444,TRUE,NA,v0.41
465079,SUNSHINE TERRACE — LOGAN (465079),SUNSHINE TERRACE,LOGAN,CACHE,UT,84321,30860,U,2,172,150+,SNF-dominant,2023,2023,365,plausible,valid_core_plausible_report_period,18608,50.98082191780822,0.29640012742911753,0.026493981083404988,0.725225709372313,0.24828030954428204,237.93454428202924,307.22135640584696,-69.28681212381773,-0.29120114665523505,-0.4523476754076693,-107.62913800515908,143.66423043852106,8.634726999140154,0.05669590353351242,175.68400687876183,0.5718482885892833,-1.8977299264008116,1.955719406215367,TRUE,NA,v0.41
465169,THATCHER BROOK REHAB CENTER — CLEARFIELD (465169),THATCHER BROOK REHAB CENTER,CLEARFIELD,DAVIS,UT,84015,36260,U,4,30,<50,SNF-dominant,2023,2023,365,plausible,valid_core_plausible_report_period,9655,26.45205479452055,0.8817351598173516,0.44205075090626617,NA,0.5579492490937338,478.53081305023306,464.47074054893835,14.060072501294712,0.029381749550616152,0.029381749550616152,14.060072501294666,217.4863801139306,NA,NA,256.70554117037807,0.5526839879450502,25.79681745760085,4.905280310987641,TRUE,NA,v0.41
465177,THE PEAKS NURSING & REHAB — OREM (465177),THE PEAKS NURSING & REHAB,OREM,UTAH,UT,84057,39340,U,5,16,<50,SNF-dominant,2018,2018,366,plausible,valid_core_plausible_report_period,3198,8.737704918032787,0.5476027397260274,0.3486554096310194,NA,0.6513445903689806,384.130081300813,501.0838023764853,-116.95372107567232,-0.3044638438094246,-0.2968607543827659,-114.03314571607254,265.20606629143214,NA,NA,311.2107567229518,0.6210752677435902,7.458564487483666,1.2831541218637992,TRUE,NA,v0.41
465084,UINTAH BASIN & SENIOR VILLA — ROOSEVELT (465084),UINTAH BASIN & SENIOR VILLA,ROOSEVELT,DUCHESNE,UT,84066,99946,R,8,90,50-99,SNF-dominant,2023,2024,366,plausible,valid_core_plausible_report_period,16433,44.89890710382514,0.49887674559805706,0.0781963122984239,0.6567881701454391,0.26501551755613706,374.1493945110449,395.09894724030914,-20.94955272926427,-0.055992480641702216,-0.046601577614457886,-17.435952047708877,173.49461449522303,NA,NA,239.84646747398529,0.6070541800965736,27.08141176630044,0.48716325519245246,TRUE,NA,v0.41
465092,UINTAH HC SPECIAL SVC DISTRICT — VERNAL (465092),UINTAH HC SPECIAL SVC DISTRICT,VERNAL,UINTAH,UT,84078,99946,R,9,110,100-149,SNF-dominant,2023,2023,365,plausible,valid_core_plausible_report_period,14420,39.50684931506849,0.35915317559153176,0.050970873786407765,0.7662968099861304,0.18273231622746186,345.1107489597781,492.0092926490985,-146.89854368932038,-0.4256562397204299,0.04008000004822669,13.832038834951456,222.09188626907073,0.012135922330097087,5.4640713888732775e-5,341.28287101248264,0.6936512706394876,19.04470670947376,0.5112713920888998,TRUE,NA,v0.41
465082,UTAH VALLEY REHABILITATION AND HEALT — PROVO (465082),UTAH VALLEY REHABILITATION AND HEALT,PROVO,UTAH,UT,84601,39340,U,6,99,50-99,SNF-dominant,2016,2016,366,plausible,valid_core_plausible_report_period,17669,48.275956284153004,0.48763592206215156,0.04969155017261871,0.7975550399003906,0.15275340992699077,231.82092931122304,315.38377950082065,-83.56285018959761,-0.3604629247146759,-0.2803382971471986,-64.98828456618938,105.36668741864283,10.691097402229895,0.09211874428527887,130.95766596864564,0.4152327243205762,0.051032962489475135,-0.25461438361840105,TRUE,NA,v0.41
465069,WASHINGTON HEIGHTS HEALTHCARE INC. — OGDEN (465069),WASHINGTON HEIGHTS HEALTHCARE INC.,OGDEN,WEBER,UT,84405,36260,U,11,108,100-149,SNF-dominant,2023,2024,366,plausible,valid_core_plausible_report_period,23095,63.10109289617486,0.5842693786682858,0.07291621563108898,0.6114310456808834,0.31565273868802773,410.4507036155012,420.4174496644295,-9.966746048928314,-0.02428244357028782,-0.023143864474380597,-9.499415457891319,214.83758389261746,18.644252002597966,0.0798531154730398,271.7793461788266,0.6464511556210536,0.9533035598696169,10.317627059541453,TRUE,NA,v0.41
465115,WATERFALL CANYON HEALTHCARE LLC — OGDEN (465115),WATERFALL CANYON HEALTHCARE LLC,OGDEN,WEBER,UT,84405,36260,U,11,114,100-149,SNF-dominant,2023,2023,365,plausible,valid_core_plausible_report_period,28033,76.8027397260274,0.6737082432107666,0.04608853850818678,0.775871294545714,0.17804016694609923,362.22830235793526,337.9819855170692,24.246316840866086,0.06693656095626443,0.06716641327762517,24.32957585702565,175.61491813220132,13.28445046909,0.07032554194042545,215.55802090393465,0.6377796158992275,11.149381364945551,3.5727495930588984,TRUE,NA,v0.41
465003,WEST 5600 HEALTHCARE INC. — ROY (465003),WEST 5600 HEALTHCARE INC.,ROY,WEBER,UT,84067,36260,U,11,122,100-149,SNF-dominant,2023,2024,366,plausible,valid_core_plausible_report_period,40844,111.59562841530055,0.9147182656991848,0.06715796689844286,0.7349916756439134,0.1978503574576437,482.0309959847224,480.8112574674371,1.2197385172852933,0.0025304151132304765,0.071528174873784,34.47879737537949,240.58047693663696,3.2400352560963666,0.01328860819361748,282.28976104201354,0.5871113803135768,0.6954804283781834,7.656566866295589,TRUE,NA,v0.41
465101,ZION HEALTHCARE INC. — HURRICANE (465101),ZION HEALTHCARE INC.,HURRICANE,WASHINGTON,UT,84737,41100,U,11,54,50-99,SNF-dominant,2023,2024,366,plausible,valid_core_plausible_report_period,16826,45.97267759562842,0.8513458814005262,0.1340782122905028,0.6635564008082729,0.2023653869012243,424.2304172114585,390.49815761321764,33.73225959824083,0.07951400519549948,0.07975622648096461,33.83501723523119,193.49821704504933,11.42285748246761,0.055742717086591016,236.35754189944134,0.605271849025085,0.6657662815831071,5.269790777078982,TRUE,NA,v0.41
